code,name,category
IQ.CPA.PADM.XQ,CPIA quality of public administration rating (1=low to 6=high),Public Sector
IQ.CPA.PROT.XQ,CPIA social protection rating (1=low to 6=high),Public Sector
IQ.CPA.STRC.XQ,CPIA structural policies cluster average (1=low to 6=high),Public Sector
IQ.CPA.TRAD.XQ,CPIA trade rating (1=low to 6=high),Public Sector
IQ.CPA.TRAN.XQ,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",Public Sector
GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",Public Sector
GC.DOD.TOTL.CN,"Central government debt, total (current LCU)",Public Sector
GC.XPN.COMP.ZS,Compensation of employees (% of expense),Public Sector
GC.XPN.COMP.CN,Compensation of employees (current LCU),Public Sector
CC.EST,Control of Corruption: Estimate,Public Sector
CC.NO.SRC,Control of Corruption: Number of Sources,Public Sector
CC.PER.RNK,Control of Corruption: Percentile Rank,Public Sector
CC.PER.RNK.LOWER,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",Public Sector
CC.PER.RNK.UPPER,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",Public Sector
CC.STD.ERR,Control of Corruption: Standard Error,Public Sector
GC.TAX.IMPT.ZS,Customs and other import duties (% of tax revenue),Public Sector
GC.TAX.IMPT.CN,Customs and other import duties (current LCU),Public Sector
GC.XPN.TOTL.GD.ZS,Expense (% of GDP),Public Sector
GC.XPN.TOTL.CN,Expense (current LCU),Public Sector
GC.XPN.GSRV.ZS,Goods and services expense (% of expense),Public Sector
GC.XPN.GSRV.CN,Goods and services expense (current LCU),Public Sector
GE.EST,Government Effectiveness: Estimate,Public Sector
GE.NO.SRC,Government Effectiveness: Number of Sources,Public Sector
GE.PER.RNK,Government Effectiveness: Percentile Rank,Public Sector
GE.PER.RNK.LOWER,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",Public Sector
GE.PER.RNK.UPPER,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",Public Sector
GE.STD.ERR,Government Effectiveness: Standard Error,Public Sector
GC.REV.GOTR.ZS,Grants and other revenue (% of revenue),Public Sector
GC.REV.GOTR.CN,Grants and other revenue (current LCU),Public Sector
HD.HCI.OVRL,Human Capital Index (HCI) (scale 0-1),Public Sector
HD.HCI.OVRL.FE,"Human Capital Index (HCI), Female (scale 0-1)",Public Sector
HD.HCI.OVRL.LB.FE,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Public Sector
HD.HCI.OVRL.UB.FE,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Public Sector
HD.HCI.OVRL.LB,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Public Sector
HD.HCI.OVRL.MA,"Human Capital Index (HCI), Male (scale 0-1)",Public Sector
HD.HCI.OVRL.LB.MA,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Public Sector
HD.HCI.OVRL.UB.MA,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Public Sector
HD.HCI.OVRL.UB,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Public Sector
IQ.CPA.IRAI.XQ,IDA resource allocation index (1=low to 6=high),Public Sector
VC.IHR.PSRC.P5,"Intentional homicides (per 100,000 people)",Public Sector
VC.IHR.PSRC.FE.P5,"Intentional homicides, female (per 100,000 female)",Public Sector
VC.IHR.PSRC.MA.P5,"Intentional homicides, male (per 100,000 male)",Public Sector
GC.XPN.INTP.ZS,Interest payments (% of expense),Public Sector
GC.XPN.INTP.RV.ZS,Interest payments (% of revenue),Public Sector
GC.XPN.INTP.CN,Interest payments (current LCU),Public Sector
VC.IDP.NWCV,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",Public Sector
VC.IDP.NWDS,"Internally displaced persons, new displacement associated with disasters (number of cases)",Public Sector
VC.IDP.TOCV,"Internally displaced persons, total displaced by conflict and violence (number of people)",Public Sector
IQ.SCI.MTHD,Methodology assessment of statistical capacity (scale 0 - 100),Public Sector
MS.MIL.XPND.GD.ZS,Military expenditure (% of GDP),Public Sector
MS.MIL.XPND.ZS,Military expenditure (% of general government expenditure),Public Sector
MS.MIL.XPND.CN,Military expenditure (current LCU),Public Sector
MS.MIL.XPND.CD,Military expenditure (current USD),Public Sector
GC.AST.TOTL.GD.ZS,Net acquisition of financial assets (% of GDP),Public Sector
GC.AST.TOTL.CN,Net acquisition of financial assets (current LCU),Public Sector
GC.LBL.TOTL.GD.ZS,"Net incurrence of liabilities, total (% of GDP)",Public Sector
GC.LBL.TOTL.CN,"Net incurrence of liabilities, total (current LCU)",Public Sector
GC.NFN.TOTL.GD.ZS,Net investment in nonfinancial assets (% of GDP),Public Sector
GC.NFN.TOTL.CN,Net investment in nonfinancial assets (current LCU),Public Sector
GC.NLD.TOTL.GD.ZS,Net lending (+) / net borrowing (-) (% of GDP),Public Sector
GC.NLD.TOTL.CN,Net lending (+) / net borrowing (-) (current LCU),Public Sector
GC.XPN.OTHR.ZS,Other expense (% of expense),Public Sector
GC.XPN.OTHR.CN,Other expense (current LCU),Public Sector
GC.TAX.OTHR.RV.ZS,Other taxes (% of revenue),Public Sector
GC.TAX.OTHR.CN,Other taxes (current LCU),Public Sector
IQ.SCI.PRDC,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),Public Sector
PV.EST,Political Stability and Absence of Violence/Terrorism: Estimate,Public Sector
PV.NO.SRC,Political Stability and Absence of Violence/Terrorism: Number of Sources,Public Sector
PV.PER.RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,Public Sector
PV.PER.RNK.LOWER,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",Public Sector
PV.PER.RNK.UPPER,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",Public Sector
PV.STD.ERR,Political Stability and Absence of Violence/Terrorism: Standard Error,Public Sector
GF.XPD.BUDG.ZS,Primary government expenditures as a proportion of original approved budget (%),Public Sector
SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),Public Sector
IC.CRD.PUBL.ZS,Public credit registry coverage (% of adults),Public Sector
RQ.EST,Regulatory Quality: Estimate,Public Sector
RQ.NO.SRC,Regulatory Quality: Number of Sources,Public Sector
RQ.PER.RNK,Regulatory Quality: Percentile Rank,Public Sector
RQ.PER.RNK.LOWER,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",Public Sector
RQ.PER.RNK.UPPER,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",Public Sector
RQ.STD.ERR,Regulatory Quality: Standard Error,Public Sector
GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",Public Sector
GC.REV.XGRT.CN,"Revenue, excluding grants (current LCU)",Public Sector
RL.EST,Rule of Law: Estimate,Public Sector
RL.NO.SRC,Rule of Law: Number of Sources,Public Sector
RL.PER.RNK,Rule of Law: Percentile Rank,Public Sector
RL.PER.RNK.LOWER,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",Public Sector
RL.PER.RNK.UPPER,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",Public Sector
RL.STD.ERR,Rule of Law: Standard Error,Public Sector
GC.REV.SOCL.ZS,Social contributions (% of revenue),Public Sector
GC.REV.SOCL.CN,Social contributions (current LCU),Public Sector
IQ.SCI.SRCE,Source data assessment of statistical capacity (scale 0 - 100),Public Sector
IQ.SCI.OVRL,Statistical Capacity Score (Overall Average) (scale 0 - 100),Public Sector
IQ.SPI.OVRL,Statistical performance indicators (SPI): Overall score (scale 0-100),Public Sector
IQ.SPI.PIL1,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),Public Sector
IQ.SPI.PIL2,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),Public Sector
IQ.SPI.PIL3,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),Public Sector
IQ.SPI.PIL4,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),Public Sector
IQ.SPI.PIL5,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),Public Sector
IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 12=strong),Public Sector
GC.XPN.TRFT.ZS,Subsidies and other transfers (% of expense),Public Sector
GC.XPN.TRFT.CN,Subsidies and other transfers (current LCU),Public Sector
IC.TAX.PAYM,Tax payments (number),Public Sector
GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP),Public Sector
GC.TAX.TOTL.CN,Tax revenue (current LCU),Public Sector
GC.TAX.EXPT.ZS,Taxes on exports (% of tax revenue),Public Sector
GC.TAX.EXPT.CN,Taxes on exports (current LCU),Public Sector
GC.TAX.GSRV.RV.ZS,Taxes on goods and services (% of revenue),Public Sector
GC.TAX.GSRV.VA.ZS,Taxes on goods and services (% value added of industry and services),Public Sector
GC.TAX.GSRV.CN,Taxes on goods and services (current LCU),Public Sector
GC.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of revenue)",Public Sector
GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",Public Sector
GC.TAX.YPKG.CN,"Taxes on income, profits and capital gains (current LCU)",Public Sector
GC.TAX.INTT.RV.ZS,Taxes on international trade (% of revenue),Public Sector
GC.TAX.INTT.CN,Taxes on international trade (current LCU),Public Sector
IC.TAX.DURS,Time to prepare and pay taxes (hours),Public Sector
IC.TAX.TOTL.CP.ZS,Total tax and contribution rate (% of profit),Public Sector
VA.EST,Voice and Accountability: Estimate,Public Sector
VA.NO.SRC,Voice and Accountability: Number of Sources,Public Sector
VA.PER.RNK,Voice and Accountability: Percentile Rank,Public Sector
VA.PER.RNK.LOWER,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",Public Sector
VA.PER.RNK.UPPER,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",Public Sector
VA.STD.ERR,Voice and Accountability: Standard Error,Public Sector
BM.GSR.ROYL.CD,"Charges for the use of intellectual property, payments (BoP, current US$)",Science & Technology
BX.GSR.ROYL.CD,"Charges for the use of intellectual property, receipts (BoP, current US$)",Science & Technology
TX.VAL.TECH.MF.ZS,High-technology exports (% of manufactured exports),Science & Technology
TX.VAL.TECH.CD,High-technology exports (current US$),Science & Technology
IP.PAT.NRES,"Patent applications, nonresidents",Science & Technology
IP.PAT.RESD,"Patent applications, residents",Science & Technology
GB.XPD.RSDV.GD.ZS,Research and development expenditure (% of GDP),Science & Technology
SP.POP.SCIE.RD.P6,Researchers in R&D (per million people),Science & Technology
IP.JRN.ARTC.SC,Scientific and technical journal articles,Science & Technology
SP.POP.TECH.RD.P6,Technicians in R&D (per million people),Science & Technology
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Social Development
SL.TLF.0714.FE.ZS,"Children in employment, female (% of female children ages 7-14)",Social Development
SL.TLF.0714.MA.ZS,"Children in employment, male (% of male children ages 7-14)",Social Development
SL.TLF.0714.SW.ZS,"Children in employment, study and work (% of children in employment, ages 7-14)",Social Development
SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",Social Development
SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",Social Development
SL.TLF.0714.ZS,"Children in employment, total (% of children ages 7-14)",Social Development
SL.TLF.0714.WK.ZS,"Children in employment, work only (% of children in employment, ages 7-14)",Social Development
SL.TLF.0714.WK.FE.ZS,"Children in employment, work only, female (% of female children in employment, ages 7-14)",Social Development
SL.TLF.0714.WK.MA.ZS,"Children in employment, work only, male (% of male children in employment, ages 7-14)",Social Development
SL.TLF.ACTI.1524.FE.ZS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",Social Development
SL.TLF.ACTI.1524.MA.ZS,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",Social Development
SL.TLF.ACTI.1524.ZS,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",Social Development
SL.TLF.CACT.FE.ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",Social Development
SL.TLF.ACTI.FE.ZS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Social Development
SL.TLF.CACT.MA.ZS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",Social Development
SL.TLF.ACTI.MA.ZS,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Social Development
SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Social Development
SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",Social Development
SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",Social Development
SE.ADT.1524.LT.FM.ZS,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Social Development
SH.HIV.1524.FE.ZS,"Prevalence of HIV, female (% ages 15-24)",Social Development
SH.HIV.1524.MA.ZS,"Prevalence of HIV, male (% ages 15-24)",Social Development
SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%),Social Development
SM.POP.REFG,Refugee population by country or territory of asylum,Social Development
SM.POP.REFG.OR,Refugee population by country or territory of origin,Social Development
SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)",Social Development
SE.ENR.PRSC.FM.ZS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",Social Development
SE.ENR.SECO.FM.ZS,"School enrollment, secondary (gross), gender parity index (GPI)",Social Development
SE.ENR.TERT.FM.ZS,"School enrollment, tertiary (gross), gender parity index (GPI)",Social Development
SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force) (modeled ILO estimate)",Social Development
SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)",Social Development
SL.EMP.VULN.FE.ZS,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",Social Development
SL.EMP.VULN.MA.ZS,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",Social Development
per_si_allsi.adq_pop_tot,Adequacy of social insurance programs (% of total welfare of beneficiary households),Social Protection & Labor
per_allsp.adq_pop_tot,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Social Protection & Labor
per_sa_allsa.adq_pop_tot,Adequacy of social safety net programs (% of total welfare of beneficiary households),Social Protection & Labor
per_lm_alllm.adq_pop_tot,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Social Protection & Labor
SL.TLF.0714.SW.TM,"Average working hours of children, study and work, ages 7-14 (hours per week)",Social Protection & Labor
SL.TLF.0714.SW.FE.TM,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",Social Protection & Labor
SL.TLF.0714.SW.MA.TM,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",Social Protection & Labor
SL.TLF.0714.WK.TM,"Average working hours of children, working only, ages 7-14 (hours per week)",Social Protection & Labor
SL.TLF.0714.WK.FE.TM,"Average working hours of children, working only, female, ages 7-14 (hours per week)",Social Protection & Labor
SL.TLF.0714.WK.MA.TM,"Average working hours of children, working only, male, ages 7-14 (hours per week)",Social Protection & Labor
per_si_allsi.ben_q1_tot,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),Social Protection & Labor
per_allsp.ben_q1_tot,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),Social Protection & Labor
per_sa_allsa.ben_q1_tot,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),Social Protection & Labor
per_lm_alllm.ben_q1_tot,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),Social Protection & Labor
SL.AGR.0714.ZS,Child employment in agriculture (% of economically active children ages 7-14),Social Protection & Labor
SL.AGR.0714.FE.ZS,"Child employment in agriculture, female (% of female economically active children ages 7-14)",Social Protection & Labor
SL.AGR.0714.MA.ZS,"Child employment in agriculture, male (% of male economically active children ages 7-14)",Social Protection & Labor
SL.MNF.0714.ZS,Child employment in manufacturing (% of economically active children ages 7-14),Social Protection & Labor
SL.MNF.0714.FE.ZS,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",Social Protection & Labor
SL.MNF.0714.MA.ZS,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",Social Protection & Labor
SL.SRV.0714.ZS,Child employment in services (% of economically active children ages 7-14),Social Protection & Labor
SL.SRV.0714.FE.ZS,"Child employment in services, female (% of female economically active children ages 7-14)",Social Protection & Labor
SL.SRV.0714.MA.ZS,"Child employment in services, male (% of male economically active children ages 7-14)",Social Protection & Labor
SL.TLF.0714.FE.ZS,"Children in employment, female (% of female children ages 7-14)",Social Protection & Labor
SL.TLF.0714.MA.ZS,"Children in employment, male (% of male children ages 7-14)",Social Protection & Labor
SL.SLF.0714.ZS,"Children in employment, self-employed (% of children in employment, ages 7-14)",Social Protection & Labor
SL.SLF.0714.FE.ZS,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",Social Protection & Labor
SL.SLF.0714.MA.ZS,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",Social Protection & Labor
SL.TLF.0714.SW.ZS,"Children in employment, study and work (% of children in employment, ages 7-14)",Social Protection & Labor
SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",Social Protection & Labor
SL.TLF.0714.SW.MA.ZS,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",Social Protection & Labor
SL.TLF.0714.ZS,"Children in employment, total (% of children ages 7-14)",Social Protection & Labor
SL.FAM.0714.ZS,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",Social Protection & Labor
SL.FAM.0714.FE.ZS,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",Social Protection & Labor
SL.FAM.0714.MA.ZS,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",Social Protection & Labor
SL.WAG.0714.ZS,"Children in employment, wage workers (% of children in employment, ages 7-14)",Social Protection & Labor
SL.WAG.0714.FE.ZS,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",Social Protection & Labor
SL.WAG.0714.MA.ZS,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",Social Protection & Labor
SL.TLF.0714.WK.ZS,"Children in employment, work only (% of children in employment, ages 7-14)",Social Protection & Labor
SL.TLF.0714.WK.FE.ZS,"Children in employment, work only, female (% of female children in employment, ages 7-14)",Social Protection & Labor
SL.TLF.0714.WK.MA.ZS,"Children in employment, work only, male (% of male children in employment, ages 7-14)",Social Protection & Labor
SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor
SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor
SL.FAM.WORK.ZS,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor
per_si_allsi.cov_pop_tot,Coverage of social insurance programs (% of population),Social Protection & Labor
per_si_allsi.cov_q2_tot,Coverage of social insurance programs in 2nd quintile (% of population),Social Protection & Labor
per_si_allsi.cov_q3_tot,Coverage of social insurance programs in 3rd quintile (% of population),Social Protection & Labor
per_si_allsi.cov_q4_tot,Coverage of social insurance programs in 4th quintile (% of population),Social Protection & Labor
per_si_allsi.cov_q1_tot,Coverage of social insurance programs in poorest quintile (% of population),Social Protection & Labor
per_si_allsi.cov_q5_tot,Coverage of social insurance programs in richest quintile (% of population),Social Protection & Labor
per_allsp.cov_pop_tot,Coverage of social protection and labor programs (% of population),Social Protection & Labor
per_sa_allsa.cov_pop_tot,Coverage of social safety net programs (% of population),Social Protection & Labor
per_sa_allsa.cov_q2_tot,Coverage of social safety net programs in 2nd quintile (% of population),Social Protection & Labor
per_sa_allsa.cov_q3_tot,Coverage of social safety net programs in 3rd quintile (% of population),Social Protection & Labor
per_sa_allsa.cov_q4_tot,Coverage of social safety net programs in 4th quintile (% of population),Social Protection & Labor
per_sa_allsa.cov_q1_tot,Coverage of social safety net programs in poorest quintile (% of population),Social Protection & Labor
per_sa_allsa.cov_q5_tot,Coverage of social safety net programs in richest quintile (% of population),Social Protection & Labor
per_lm_alllm.cov_pop_tot,Coverage of unemployment benefits and ALMP (% of population),Social Protection & Labor
per_lm_alllm.cov_q2_tot,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),Social Protection & Labor
per_lm_alllm.cov_q3_tot,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),Social Protection & Labor
per_lm_alllm.cov_q4_tot,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),Social Protection & Labor
per_lm_alllm.cov_q1_tot,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),Social Protection & Labor
per_lm_alllm.cov_q5_tot,Coverage of unemployment benefits and ALMP in richest quintile (% of population),Social Protection & Labor
SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.MPYR.MA.ZS,"Employers, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.MPYR.ZS,"Employers, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor
SL.AGR.EMPL.ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),Social Protection & Labor
SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor
SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor
SL.IND.EMPL.ZS,Employment in industry (% of total employment) (modeled ILO estimate),Social Protection & Labor
SL.IND.EMPL.FE.ZS,"Employment in industry, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor
SL.IND.EMPL.MA.ZS,"Employment in industry, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor
SL.SRV.EMPL.ZS,Employment in services (% of total employment) (modeled ILO estimate),Social Protection & Labor
SL.SRV.EMPL.FE.ZS,"Employment in services, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor
SL.SRV.EMPL.MA.ZS,"Employment in services, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.TOTL.SP.FE.ZS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.TOTL.SP.FE.NE.ZS,"Employment to population ratio, 15+, female (%) (national estimate)",Social Protection & Labor
SL.EMP.TOTL.SP.MA.ZS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.TOTL.SP.MA.NE.ZS,"Employment to population ratio, 15+, male (%) (national estimate)",Social Protection & Labor
SL.EMP.TOTL.SP.ZS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.TOTL.SP.NE.ZS,"Employment to population ratio, 15+, total (%) (national estimate)",Social Protection & Labor
SL.EMP.1524.SP.FE.ZS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.1524.SP.FE.NE.ZS,"Employment to population ratio, ages 15-24, female (%) (national estimate)",Social Protection & Labor
SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.1524.SP.MA.NE.ZS,"Employment to population ratio, ages 15-24, male (%) (national estimate)",Social Protection & Labor
SL.EMP.1524.SP.ZS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.1524.SP.NE.ZS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",Social Protection & Labor
SL.EMP.SMGT.FE.ZS,Female share of employment in senior and middle management (%),Social Protection & Labor
SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2017 PPP $),Social Protection & Labor
SL.TLF.ACTI.1524.FE.ZS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",Social Protection & Labor
SL.TLF.ACTI.1524.FE.NE.ZS,"Labor force participation rate for ages 15-24, female (%) (national estimate)",Social Protection & Labor
SL.TLF.ACTI.1524.MA.ZS,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",Social Protection & Labor
SL.TLF.ACTI.1524.MA.NE.ZS,"Labor force participation rate for ages 15-24, male (%) (national estimate)",Social Protection & Labor
SL.TLF.ACTI.1524.ZS,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",Social Protection & Labor
SL.TLF.ACTI.1524.NE.ZS,"Labor force participation rate for ages 15-24, total (%) (national estimate)",Social Protection & Labor
SL.TLF.CACT.FE.ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",Social Protection & Labor
SL.TLF.CACT.FE.NE.ZS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",Social Protection & Labor
SL.TLF.ACTI.FE.ZS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",Social Protection & Labor
SL.TLF.CACT.MA.ZS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",Social Protection & Labor
SL.TLF.CACT.MA.NE.ZS,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",Social Protection & Labor
SL.TLF.ACTI.MA.ZS,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",Social Protection & Labor
SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Social Protection & Labor
SL.TLF.CACT.NE.ZS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",Social Protection & Labor
SL.TLF.ACTI.ZS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Social Protection & Labor
SL.TLF.ADVN.ZS,Labor force with advanced education (% of total working-age population with advanced education),Social Protection & Labor
SL.TLF.ADVN.FE.ZS,"Labor force with advanced education, female (% of female working-age population with advanced education)",Social Protection & Labor
SL.TLF.ADVN.MA.ZS,"Labor force with advanced education, male (% of male working-age population with advanced education)",Social Protection & Labor
SL.TLF.BASC.ZS,Labor force with basic education (% of total working-age population with basic education),Social Protection & Labor
SL.TLF.BASC.FE.ZS,"Labor force with basic education, female (% of female working-age population with basic education)",Social Protection & Labor
SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",Social Protection & Labor
SL.TLF.INTM.ZS,Labor force with intermediate education (% of total working-age population with intermediate education),Social Protection & Labor
SL.TLF.INTM.FE.ZS,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",Social Protection & Labor
SL.TLF.INTM.MA.ZS,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",Social Protection & Labor
SL.TLF.TOTL.FE.ZS,"Labor force, female (% of total labor force)",Social Protection & Labor
SL.TLF.TOTL.IN,"Labor force, total",Social Protection & Labor
SL.TLF.PART.FE.ZS,"Part time employment, female (% of total female employment)",Social Protection & Labor
SL.TLF.PART.MA.ZS,"Part time employment, male (% of total male employment)",Social Protection & Labor
SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",Social Protection & Labor
SL.TLF.CACT.FM.ZS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Social Protection & Labor
SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),Social Protection & Labor
SL.EMP.SELF.FE.ZS,"Self-employed, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.SELF.MA.ZS,"Self-employed, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor
SL.EMP.SELF.ZS,"Self-employed, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor
SL.UEM.NEET.FE.ZS,"Share of youth not in education, employment or training, female (% of female youth population)",Social Protection & Labor
SL.UEM.NEET.MA.ZS,"Share of youth not in education, employment or training, male (% of male youth population)",Social Protection & Labor
SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)",Social Protection & Labor
